ID,mushroom_id,cap-shape,cap-surface,cap-color,bruises,number_of_bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
1241,1480,flat,smooth,brown,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1242,1481,convex,smooth,brown,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1243,1482,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1244,1483,convex,smooth,brown,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1245,1484,flat,scaly,yellow,bruises,20,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,grasses,e
1246,1485,convex,scaly,brown,bruises,1,pungent,gills free from stalk,close,narrow,brown,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban,p
1247,1486,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1248,1487,flat,smooth,white,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1249,1488,convex,smooth,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1250,1489,flat,scaly,brown,bruises,20,pungent,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,p
1251,1490,flat,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1252,1491,flat,smooth,white,bruises,17,pungent,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,urban,p
1253,1492,flat,smooth,brown,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1254,1493,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1255,1494,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1256,1495,flat,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1257,1496,flat,smooth,gray,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1258,1497,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1259,1498,convex,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1260,1499,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1261,1500,flat,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1262,1502,flat,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1263,1503,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1264,1504,flat,fibrous,white,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1265,1505,convex,fibrous,brown,bruises,15,None,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,e
1266,1506,flat,smooth,brown,bruises,1,pungent,gills free from stalk,close,narrow,white,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban,p
1267,1507,convex,fibrous,brown,bruises,14,None,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods,e
1268,1508,convex,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1269,1509,convex,fibrous,brown,bruises,6,None,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,e
1270,1510,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1271,1511,flat,smooth,gray,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1272,1512,flat,smooth,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1273,1514,convex,fibrous,white,bruises,11,almond,gills free from stalk,crowded,narrow,pink,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods,e
1274,1515,flat,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1275,1516,flat,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1276,1517,flat,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1277,1518,bell,scaly,yellow,bruises,4,almond,gills free from stalk,close,broad,gray,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,e
1278,1519,convex,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1279,1520,convex,scaly,white,bruises,13,anise,gills free from stalk,close,broad,brown,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,e
1280,1521,flat,smooth,white,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1281,1522,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1282,1523,convex,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1283,1524,convex,smooth,brown,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1284,1525,convex,smooth,brown,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1285,1526,convex,scaly,brown,bruises,11,None,gills free from stalk,close,broad,white,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods,e
1286,1527,flat,smooth,gray,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1287,1529,convex,smooth,white,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1288,1530,flat,scaly,white,bruises,1,pungent,gills free from stalk,close,narrow,brown,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban,p
1289,1531,flat,smooth,white,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1290,1532,flat,smooth,white,bruises,6,pungent,gills free from stalk,close,narrow,brown,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,urban,p
1291,1533,flat,smooth,gray,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1292,1534,flat,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1293,1535,convex,smooth,white,bruises,18,pungent,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses,p
1294,1536,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1295,1537,convex,smooth,white,bruises,24,pungent,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,urban,p
1296,1538,convex,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1297,1539,flat,smooth,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1298,1540,flat,scaly,white,bruises,10,pungent,gills free from stalk,close,narrow,white,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,grasses,p
1299,1541,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1300,1542,convex,smooth,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1301,1543,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,e
1302,1544,convex,fibrous,white,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1303,1545,convex,scaly,red,bruises,5,None,gills free from stalk,close,broad,purple,stalk tapers toward base,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,solitary,woods,e
1304,1546,flat,smooth,brown,bruises,23,pungent,gills free from stalk,close,narrow,black,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban,p
1305,1547,flat,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1306,1548,convex,scaly,yellow,bruises,10,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,grasses,e
1307,1549,convex,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1308,1550,flat,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1309,1552,flat,smooth,gray,no,0,None,gills free from stalk,crowded,broad,black,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1310,1553,flat,fibrous,white,no,0,None,gills free from stalk,crowded,broad,brown,stalk tapers toward base,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1311,1554,flat,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1312,1555,flat,smooth,brown,bruises,2,pungent,gills free from stalk,close,narrow,white,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,urban,p
1313,1556,convex,smooth,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1314,1557,bell,scaly,yellow,bruises,13,almond,gills free from stalk,close,broad,white,stalk enlarges toward base,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,grasses,e
1315,1558,flat,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1316,1559,flat,smooth,brown,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1317,1560,convex,fibrous,gray,no,0,None,gills free from stalk,crowded,broad,grayish,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,e
1318,1561,flat,smooth,gray,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,e
1319,1562,convex,fibrous,brown,no,0,None,gills free from stalk,crowded,broad,pink,stalk tapers toward base,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,e
1320,1563,convex,fibrous,brown,bruises,8,None,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods,e
1321,1565,convex,fibrous,gray,bruises,20,None,gills free from stalk,close,broad,brown,stalk tapers toward base,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods,e
1322,1566,flat,scaly,brown,bruises,1,pungent,gills free from stalk,close,narrow,pink,stalk enlarges toward base,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,p
